"coord"	"no.cpgs"	"minfdr"	"Stouffer"	"maxbetafc"	"meanbetafc.x"	"meanbetafc.y"	"chr"	"start"	"end"	"width"	"mean_DB"	"max_DB"	"min_DB"
"237"	"chr10:21456020-21456039"	2	5.44233944815995e-14	2.04937418222356e-12	0.0724361389156369	0.0698743207377014	0.0698743207377014	"chr10"	21456020	21456039	20	0.0731946590538701	0.0739531791921033	0.0724361389156369
"238"	"chr11:131965129-131965815"	2	1.50094475838037e-18	3.19809862832696e-18	0.0789950456539428	0.0731514600328554	0.0731514600328554	"chr11"	131965129	131965815	687	0.0731514600328554	0.0789950456539428	0.067307874411768
"239"	"chr16:85635689-85635763"	2	3.11481468511024e-23	4.5774645049646e-19	0.0779528541014688	0.0691374509590444	0.0691374509590444	"chr16"	85635689	85635763	75	0.0731348620856909	0.0859476763547617	0.06032204781662
"240"	"chr19:4986183-4986397"	3	1.87702331381846e-38	2.71634616261744e-30	0.0869591160473807	0.0730152847908262	0.0730152847908262	"chr19"	4986183	4986397	215	0.0730152847908262	0.0869591160473807	0.0509197366034294
"241"	"chr22:32014422-32015384"	3	8.97261391814499e-30	5.22597103596277e-26	0.0813470651972126	0.0729974723697033	0.0729974723697033	"chr22"	32014422	32015384	963	0.0729974723697033	0.0813470651972127	0.0650164538185486
"242"	"chr14:69730129-69730478"	2	9.36496214345763e-23	3.51151459560991e-19	0.0719921531705927	0.069628352796751	0.069628352796751	"chr14"	69730129	69730478	350	0.0729892707177802	0.0739863882649677	0.0719921531705927
"243"	"chr20:62097336-62097681"	2	5.95141633061096e-15	1.06955447886034e-12	0.0795537167254583	0.0729812657748468	0.0729812657748468	"chr20"	62097336	62097681	346	0.0729812657748468	0.0795537167254583	0.0664088148242353
"244"	"chr11:17496264-17496473"	2	1.72092309174641e-30	3.61373346480239e-23	0.0797351699417038	0.0729351500881768	0.0729351500881768	"chr11"	17496264	17496473	210	0.0729351500881768	0.0797351699417037	0.0661351302346499
"245"	"chr8:140712445-140712499"	2	4.84082761983334e-18	1.85828227700143e-15	0.0772496435951668	0.0728247477966354	0.0728247477966354	"chr8"	140712445	140712499	55	0.0728247477966354	0.0772496435951669	0.0683998519981039
"246"	"chr11:65392829-65393389"	4	7.02294021677707e-39	2.72812146071559e-32	0.0819750238559364	0.0706470482775441	0.0706470482775441	"chr11"	65392829	65393389	561	0.072725104221266	0.0902872476308243	0.0459678445624279
"247"	"chr11:77773924-77774886"	4	3.74784697332886e-40	1.2555724355191e-27	0.0853041217982795	0.0699347916027994	0.0699347916027994	"chr11"	77773924	77774886	963	0.0727194644871061	0.0934592889296115	0.0331257860919246
"248"	"chr15:69841201-69841259"	2	1.95404937561739e-13	1.80537111911606e-11	0.0842020569028031	0.0702213691770142	0.0702213691770142	"chr15"	69841201	69841259	59	0.072604099329926	0.0842020569028031	0.0610061417570489
"249"	"chr19:47969156-47969574"	3	3.35817356950887e-35	9.08745481747771e-28	0.0828085985793308	0.0725993875391981	0.0725993875391981	"chr19"	47969156	47969574	419	0.0725993875391981	0.0828085985793308	0.0645750321041987
"250"	"chr10:79924574-79924617"	2	4.0493056888684e-18	1.86215077068478e-15	0.0834567139419026	0.0662249266569688	0.0662249266569688	"chr10"	79924574	79924617	44	0.0725695230077281	0.0913285062381669	0.0538105397772894
"251"	"chr1:2013507-2014547"	5	5.72098240015284e-47	7.14430790377538e-40	0.0879050466909982	0.0712493830840521	0.0712493830840521	"chr1"	2013507	2014547	1041	0.0725643880481307	0.0879050466909982	0.0529455524636203
"252"	"chr10:697840-698258"	4	4.27418061265495e-52	6.60982220998962e-39	0.101034712437068	0.0725547909995246	0.0725547909995246	"chr10"	697840	698258	419	0.0725547909995246	0.101034712437068	0.0407250390352989
"253"	"chr4:2388738-2389156"	3	1.45630336779853e-39	1.94729575700798e-31	0.0836825213611591	0.0725346540642825	0.0725346540642825	"chr4"	2388738	2389156	419	0.0725346540642825	0.0836825213611591	0.0527520468029851
"254"	"chr9:140374285-140374463"	2	5.39166832723829e-16	2.85160296851752e-13	0.0752844869078013	0.0724781006250391	0.0724781006250391	"chr9"	140374285	140374463	179	0.0724781006250392	0.0752844869078013	0.0696717143422771
"255"	"chr7:98254421-98254487"	2	1.51178915853761e-23	2.30157218508762e-19	0.0791654160260452	0.0686153723285902	0.0686153723285902	"chr7"	98254421	98254487	67	0.0724731456083846	0.086880962585634	0.0580653286311352
"256"	"chr17:77375461-77375842"	3	4.1712999223628e-34	4.35891711442069e-28	0.0915414410960927	0.0724555176711819	0.0724555176711819	"chr17"	77375461	77375842	382	0.0724555176711819	0.0915414410960926	0.0603520052359237
"257"	"chr14:103366987-103367858"	6	3.57296469938966e-54	6.07844359039035e-47	0.0911105070034835	0.0724079401755616	0.0724079401755616	"chr14"	103366987	103367858	872	0.0724079401755616	0.0911105070034836	0.0601621811740117
"258"	"chr9:98221619-98221975"	2	1.91441643788868e-18	2.53398372881212e-15	0.0798925390063526	0.06836922671902	0.06836922671902	"chr9"	98221619	98221975	357	0.0721296592243313	0.0874134040169752	0.0568459144316874
"259"	"chr8:41478669-41478900"	3	1.19407216260047e-33	1.76301196104481e-27	0.0817718482483852	0.0721179286041607	0.0721179286041607	"chr8"	41478669	41478900	232	0.0721179286041607	0.0817718482483851	0.0570998587597841
"260"	"chr2:105697685-105697777"	2	4.20968053885875e-23	2.38821355418068e-18	0.0850058310533005	0.0720823615437334	0.0720823615437334	"chr2"	105697685	105697777	93	0.0720823615437335	0.0850058310533005	0.0591588920341664
"261"	"chr16:48381505-48381600"	2	8.96289793899537e-20	8.3055665491503e-17	0.0755398573726232	0.0687689913822983	0.0687689913822983	"chr16"	48381505	48381600	96	0.0720741675616823	0.082150209731391	0.0619981253919735
"262"	"chr5:179621242-179621734"	4	6.11025966977329e-44	3.65487375077915e-30	0.0881854601309599	0.0698474363179389	0.0698474363179389	"chr5"	179621242	179621734	493	0.0719943168848056	0.0967729823984268	0.053947428715228
"263"	"chr16:89959984-89960457"	4	1.88795354243276e-34	2.99215280485261e-27	0.0821142595753113	0.0719885206853791	0.0719885206853791	"chr16"	89959984	89960457	474	0.0719885206853791	0.0821142595753113	0.0497439284576227
"264"	"chr11:1807232-1807333"	2	9.67390854883095e-20	9.95455122045739e-17	0.0745460083468459	0.0719358763183263	0.0719358763183263	"chr11"	1807232	1807333	102	0.0719358763183263	0.0745460083468459	0.0693257442898067
"265"	"chr5:3225856-3226466"	3	2.4386515397744e-30	4.78839825406441e-22	0.0858907787140311	0.0690520190995522	0.0690520190995522	"chr5"	3225856	3226466	611	0.0718983985835532	0.0944299171660337	0.039550439457887
"266"	"chr19:13613091-13615864"	6	9.0793767062252e-28	9.46259228713382e-43	0.0854568265239146	0.0717885102926908	0.0717885102926908	"chr19"	13613091	13615864	2774	0.0717885102926908	0.0854568265239146	0.0539198204282623
"267"	"chr3:10452678-10452954"	2	3.87418645875545e-20	3.79618925581476e-17	0.0722428006018866	0.07173497037856	0.07173497037856	"chr3"	10452678	10452954	277	0.07173497037856	0.0722428006018867	0.0712271401552333
"268"	"chr11:19885901-19886789"	2	4.58294667438367e-13	1.35521378415878e-14	0.0810153344754099	0.0717230609554135	0.0717230609554135	"chr11"	19885901	19886789	889	0.0717230609554134	0.0810153344754099	0.062430787435417
"269"	"chr16:86965114-86965605"	4	2.00279531599912e-21	4.13653550139195e-19	0.0766187320805749	0.066053653604573	0.066053653604573	"chr16"	86965114	86965605	492	0.0717128694154264	0.0847566019159138	0.0498171837281
"270"	"chr1:2027575-2027983"	2	6.59750161952721e-20	2.55576255325263e-16	0.0768415707716939	0.0716928438812522	0.0716928438812522	"chr1"	2027575	2027983	409	0.0716928438812522	0.076841570771694	0.0665441169908105
"271"	"chr18:77240530-77240640"	3	8.03866682365684e-45	9.46271441290826e-34	0.0739978001546351	0.0716641906984416	0.0716641906984416	"chr18"	77240530	77240640	111	0.0716641906984416	0.0739978001546351	0.0699297136815982
"272"	"chr11:120461210-120461641"	2	8.96677833902217e-22	1.56471012908453e-18	0.079876108414883	0.0716447410800597	0.0716447410800597	"chr11"	120461210	120461641	432	0.0716447410800597	0.079876108414883	0.0634133737452364
"273"	"chr7:37298864-37298927"	2	4.51269337661364e-21	1.21689316263754e-17	0.0735069681573148	0.071532564500201	0.071532564500201	"chr7"	37298864	37298927	64	0.071532564500201	0.0735069681573147	0.0695581608430873
"274"	"chr11:33679728-33680332"	4	6.51766416596725e-42	4.54351031041809e-33	0.0909582162890295	0.0695610049938442	0.0695610049938442	"chr11"	33679728	33680332	605	0.0714787996355717	0.0909582162890294	0.042438533143239
"275"	"chr22:50177721-50178220"	4	5.64577426460758e-32	1.19423038440009e-27	0.0782600954306061	0.0668087410648683	0.0668087410648683	"chr22"	50177721	50178220	500	0.0714714471560503	0.085696597036357	0.0558773471503753
"276"	"chr19:42546648-42546977"	4	6.95568574960951e-34	1.70657634953122e-28	0.07937513302209	0.0714191167143855	0.0714191167143855	"chr19"	42546648	42546977	330	0.0714191167143854	0.07937513302209	0.0608999482086079
"277"	"chr2:66671659-66673985"	8	2.55019052952491e-31	2.74446709476559e-39	0.0851660215746588	0.0648579886474487	0.0648579886474487	"chr2"	66671659	66673985	2327	0.0714175275309531	0.0934188175279757	0.0348705773248993
"278"	"chr13:101167797-101167901"	2	3.44916622302722e-12	1.35510965472622e-10	0.0805227380316168	0.0713113469664631	0.0713113469664631	"chr13"	101167797	101167901	105	0.0713113469664631	0.0805227380316168	0.0620999559013094
"279"	"chr19:18830254-18830892"	6	5.54266212838053e-66	1.20859304754677e-53	0.0782763304116407	0.071231148913851	0.071231148913851	"chr19"	18830254	18830892	639	0.071231148913851	0.0782763304116407	0.0560303170432106
"280"	"chr2:206730773-206730974"	2	8.24668498402644e-22	5.81137721355136e-16	0.0847994725421345	0.064867070367134	0.064867070367134	"chr2"	206730773	206730974	202	0.0711662168476284	0.0933551689201732	0.0489772647750837
"281"	"chr17:36707708-36709027"	3	1.44304537987678e-31	1.55605255618233e-27	0.0823134775473706	0.0710826083244987	0.0710826083244987	"chr17"	36707708	36709027	1320	0.0710826083244987	0.0823134775473706	0.0609810512730771
"282"	"chr16:87720712-87721132"	2	1.7417218436822e-20	4.14005919309285e-17	0.0843626611857944	0.0709980633561978	0.0709980633561978	"chr16"	87720712	87721132	421	0.0709980633561978	0.0843626611857944	0.0576334655266013
"283"	"chr4:146682377-146682755"	4	2.56278299298334e-45	2.89233375926155e-32	0.094115496709492	0.0708434783125445	0.0708434783125445	"chr4"	146682377	146682755	379	0.0708434783125445	0.094115496709492	0.015229053288129
"284"	"chr19:539155-539489"	3	5.52245048454594e-29	6.95981174199149e-23	0.0783969885232079	0.0708337111890022	0.0708337111890022	"chr19"	539155	539489	335	0.0708337111890022	0.0783969885232079	0.0637928600931393
"285"	"chr2:26541115-26542188"	5	2.7997301423953e-37	3.75392093575528e-31	0.0870771065258793	0.0707281163891203	0.0707281163891203	"chr2"	26541115	26542188	1074	0.0707281163891203	0.0870771065258792	0.0216033330083494
"286"	"chr17:62007912-62007941"	2	3.65735744017591e-24	7.80296511763278e-20	0.0732142273515318	0.0670600275608082	0.0670600275608082	"chr17"	62007912	62007941	30	0.0706903152324826	0.0804748026948806	0.0609058277700846
"287"	"chr12:112605709-112605734"	2	2.84367309785999e-28	1.64932453215923e-22	0.0746877354495766	0.070568492337659	0.070568492337659	"chr12"	112605709	112605734	26	0.070568492337659	0.0746877354495766	0.0664492492257414
"288"	"chr2:237120069-237120186"	2	4.18211888271996e-22	2.0001249052842e-18	0.075143631373946	0.0705087877852408	0.0705087877852408	"chr2"	237120069	237120186	118	0.0705087877852408	0.075143631373946	0.0658739441965356
"289"	"chr22:50250238-50250816"	3	1.3623589954412e-30	2.32469082889166e-22	0.110476225162171	0.0833652435847366	0.0833652435847366	"chr22"	50250238	50250816	579	0.0705079751726776	0.0895272426678849	0.0481397355803586
"290"	"chr11:2772759-2772852"	3	2.06231635009623e-27	3.09435670125688e-23	0.0877308746895861	0.0704983661589318	0.0704983661589318	"chr11"	2772759	2772852	94	0.0704983661589319	0.0877308746895861	0.0589393486686316
"291"	"chr5:171522629-171523225"	2	9.25396565405549e-21	9.09926006241701e-18	0.0821216482167809	0.0668527262039355	0.0668527262039355	"chr5"	171522629	171523225	597	0.0704963178569538	0.0894088315228175	0.0515838041910901
"292"	"chr5:28404717-28405098"	2	1.88419656492549e-25	1.30415721176861e-20	0.0824715797351061	0.0703798026237015	0.0703798026237015	"chr5"	28404717	28405098	382	0.0703798026237015	0.0824715797351061	0.0582880255122969
"293"	"chr13:113491766-113492776"	5	5.05580811865064e-46	6.81965789473522e-38	0.0876175030554541	0.0687300701031517	0.0687300701031517	"chr13"	113491766	113492776	1011	0.0703489895112931	0.0957121000961611	0.0432246414117887
"294"	"chr17:77361608-77361667"	2	6.30546473945697e-17	1.06466180842493e-14	0.0721677061405827	0.0702922842090848	0.0702922842090848	"chr17"	77361608	77361667	60	0.0702922842090848	0.0721677061405827	0.0684168622775869
"295"	"chr2:220371699-220371753"	2	2.99267142304649e-23	2.57500930280195e-19	0.0753230792470907	0.0664767481589107	0.0664767481589107	"chr2"	220371699	220371753	55	0.070288522267603	0.0829466274644751	0.0576304170707308
"296"	"chr10:50530557-50530868"	4	2.41635690682137e-51	1.17003250038494e-40	0.0830458070778666	0.0702693158966998	0.0702693158966998	"chr10"	50530557	50530868	312	0.0702693158966998	0.0830458070778667	0.059049954959332
"297"	"chr12:3049788-3049965"	2	1.30631750141213e-21	1.17162133456553e-17	0.0785985737621291	0.066404352970479	0.066404352970479	"chr12"	3049788	3049965	178	0.0702513193661903	0.0862925065535516	0.0542101321788289
"298"	"chr12:131061275-131061374"	3	1.78464901836932e-21	9.69168552731435e-19	0.0780634028100132	0.068670729760172	0.068670729760172	"chr12"	131061275	131061374	100	0.0701597823006295	0.0780634028100132	0.0576705784768396
"299"	"chr8:8239143-8239485"	4	2.53440312760382e-45	2.10320632014244e-34	0.0866288501662438	0.0701570710848896	0.0701570710848896	"chr8"	8239143	8239485	343	0.0701570710848896	0.0866288501662439	0.0406012886634358
"300"	"chr6:2510144-2510637"	4	1.85434185552602e-39	5.78640142308032e-29	0.0923073312151821	0.0701242864417064	0.0701242864417064	"chr6"	2510144	2510637	494	0.0701242864417064	0.0923073312151821	0.0496869816510354
"301"	"chr1:65524084-65524738"	4	1.66180270733657e-36	1.00538010144322e-28	0.0873903613929915	0.0699942210833768	0.0699942210833768	"chr1"	65524084	65524738	655	0.0699942210833768	0.0873903613929915	0.0404587974513418
"302"	"chr15:41224235-41224537"	2	4.46870718029153e-20	3.91154233295091e-16	0.0733290918479923	0.0699825281594136	0.0699825281594136	"chr15"	41224235	41224537	303	0.0699825281594136	0.0733290918479923	0.0666359644708348
"303"	"chr19:1924559-1924761"	4	2.59914346846986e-49	1.05410272015776e-39	0.0788418961654222	0.068531752864229	0.068531752864229	"chr19"	1924559	1924761	203	0.0699388686209308	0.0788418961654223	0.0627200344875596
"304"	"chr4:631579-631734"	2	3.30488069480762e-22	1.57469317569906e-18	0.0682376111157782	0.0636506355005982	0.0636506355005982	"chr4"	631579	631734	156	0.0698404642327464	0.0750638140896889	0.0646171143758039
"305"	"chr9:132638251-132638536"	2	5.51118627686206e-18	5.70038268682103e-15	0.075338242273787	0.0698311043481756	0.0698311043481756	"chr9"	132638251	132638536	286	0.0698311043481757	0.075338242273787	0.0643239664225643
"306"	"chr16:87988631-87988862"	3	3.33451498621158e-27	2.24703634798579e-22	0.0787321981735356	0.0697070745817455	0.0697070745817455	"chr16"	87988631	87988862	232	0.0697070745817455	0.0787321981735356	0.0643983441018429
"307"	"chr12:59478783-59478957"	2	6.03594255199793e-16	1.18510341767087e-13	0.0778383054856405	0.0696646238119904	0.0696646238119904	"chr12"	59478783	59478957	175	0.0696646238119903	0.0778383054856405	0.0614909421383402
"308"	"chr11:66454595-66455539"	4	1.82539800175516e-32	6.60090459210262e-32	0.0770262936719613	0.0696497960977941	0.0696497960977941	"chr11"	66454595	66455539	945	0.0696497960977941	0.0770262936719613	0.0609667669599414
"309"	"chr13:100627175-100627366"	3	2.42867669397098e-19	3.90706080689142e-17	0.0731224944890778	0.065115936987486	0.065115936987486	"chr13"	100627175	100627366	192	0.0695576729336824	0.0807557900534994	0.0637460814917909
"310"	"chr15:68924114-68924220"	3	2.41374689901159e-28	7.84758576090651e-24	0.0794168755825482	0.069441065350878	0.069441065350878	"chr15"	68924114	68924220	107	0.069441065350878	0.0794168755825482	0.0555248644200823
"311"	"chr7:66856314-66856380"	2	2.00793268953291e-18	7.85543751388828e-16	0.072866957826903	0.0694295337774782	0.0694295337774782	"chr7"	66856314	66856380	67	0.0694295337774782	0.072866957826903	0.0659921097280533
"312"	"chr11:2498390-2499341"	2	7.51626354010173e-15	4.77027923873672e-15	0.0831611305029752	0.0694178434707486	0.0694178434707486	"chr11"	2498390	2499341	952	0.0694178434707486	0.0831611305029752	0.0556745564385219
"313"	"chr16:583676-585859"	5	2.42576192247161e-29	1.84662629600526e-39	0.0766209858627278	0.0681464735800335	0.0681464735800335	"chr16"	583676	585859	2184	0.069381701745184	0.0766209858627278	0.0562935653134453
"314"	"chr11:64418871-64418907"	3	3.1999024757763e-37	1.25541478555172e-29	0.0787941045342407	0.0692430205376708	0.0692430205376708	"chr11"	64418871	64418907	37	0.0692430205376709	0.0787941045342407	0.0615749780701954
"315"	"chr18:77545028-77545223"	3	6.36088012620371e-25	4.31654940903671e-21	0.0805739689474981	0.0691132578608616	0.0691132578608616	"chr18"	77545028	77545223	196	0.0691132578608616	0.0805739689474981	0.0544238933275753
"316"	"chr17:48183288-48183477"	4	5.11620797262071e-43	2.90176264640859e-34	0.0871233862367104	0.0690497118420138	0.0690497118420138	"chr17"	48183288	48183477	190	0.0690497118420138	0.0871233862367103	0.0556368078419129
"317"	"chr17:21194718-21194806"	3	1.73340915222406e-21	2.0863029732777e-18	0.082189790388817	0.0690270578000994	0.0690270578000994	"chr17"	21194718	21194806	89	0.0690270578000994	0.082189790388817	0.0621209040171046
"318"	"chr12:117407879-117408186"	3	7.73191576996341e-19	1.19086210966017e-16	0.0766360436501625	0.0689697007114733	0.0689697007114733	"chr12"	117407879	117408186	308	0.0689697007114733	0.0766360436501625	0.0628786498039294
"319"	"chr5:161112334-161112787"	2	2.03786144054896e-19	1.24306436385239e-16	0.0702685675129861	0.0689117267756273	0.0689117267756273	"chr5"	161112334	161112787	454	0.0689117267756273	0.0702685675129861	0.0675548860382686
"320"	"chr10:133921075-133921266"	3	7.00397085610367e-19	2.08440258786462e-16	0.0835127394970037	0.0667226807206089	0.0667226807206089	"chr10"	133921075	133921266	192	0.0688305021694944	0.0835127394970037	0.047629469570476
"321"	"chr8:10005474-10005590"	2	2.7751184257049e-16	9.27281762731075e-14	0.0828718810850836	0.0688060208321309	0.0688060208321309	"chr8"	10005474	10005590	117	0.0688060208321309	0.0828718810850836	0.0547401605791782
"322"	"chr1:54856035-54856511"	4	3.9403581369238e-35	1.39242096460001e-29	0.0862987771446486	0.0687748066334741	0.0687748066334741	"chr1"	54856035	54856511	477	0.0687748066334742	0.0862987771446486	0.0603599382970667
"323"	"chr17:79218991-79219831"	3	3.8716057773279e-26	1.65559701458728e-22	0.0745361618827188	0.068705685991145	0.068705685991145	"chr17"	79218991	79219831	841	0.068705685991145	0.0745361618827188	0.0625376167254898
"324"	"chr16:80654751-80654763"	2	9.36070347961959e-20	8.39126402035284e-17	0.0755193171659006	0.0686674060406047	0.0686674060406047	"chr16"	80654751	80654763	13	0.0686674060406048	0.0755193171659007	0.0618154949153089
"325"	"chr9:138683538-138683902"	2	4.87407390265851e-24	1.52180115962474e-19	0.0786582074702029	0.0686603494091456	0.0686603494091456	"chr9"	138683538	138683902	365	0.0686603494091456	0.0786582074702028	0.0586624913480884
"326"	"chr2:240259002-240259213"	3	3.87425980793004e-19	8.10024555422293e-16	0.0811410201750499	0.0686456465351348	0.0686456465351348	"chr2"	240259002	240259213	212	0.0686456465351349	0.0811410201750499	0.049087203640706
"327"	"chr14:96507957-96510362"	6	4.30515805446566e-39	2.64607460586655e-49	0.0894476564004696	0.0671853911980506	0.0671853911980506	"chr14"	96507957	96510362	2406	0.0686100315571707	0.0975578992447526	0.0178850872647979
"328"	"chr6:34031060-34031694"	4	2.61652945180311e-42	4.602177918192e-35	0.0888953969060379	0.0685813501904713	0.0685813501904713	"chr6"	34031060	34031694	635	0.0685813501904713	0.0888953969060379	0.0523726390799548
"329"	"chr17:77393929-77395837"	5	1.907747826778e-37	4.98509994805398e-38	0.0839316695620358	0.0685487987903453	0.0685487987903453	"chr17"	77393929	77395837	1909	0.0685487987903453	0.0839316695620358	0.0485266876154458
"330"	"chr20:61822344-61822507"	3	1.55102847379759e-33	8.52358305608997e-28	0.0788635111450979	0.0684959924981925	0.0684959924981925	"chr20"	61822344	61822507	164	0.0684959924981924	0.0788635111450978	0.0617238638491423
"331"	"chr1:2228238-2229113"	3	7.3705680053599e-23	1.81564252545262e-22	0.0744372488209468	0.0662080867904439	0.0662080867904439	"chr1"	2228238	2229113	876	0.0684811610905952	0.0812564717214007	0.0541424216173307
"332"	"chr1:227160866-227161799"	2	1.0194838993832e-09	2.18122637439526e-11	0.0686582844151889	0.0651419008338761	0.0651419008338761	"chr1"	227160866	227161799	934	0.0684607827321871	0.075296048211811	0.0616255172525632
"333"	"chr2:241230286-241230425"	2	1.11791120144062e-19	1.71681225985954e-16	0.0729477571670367	0.0684097109048467	0.0684097109048467	"chr2"	241230286	241230425	140	0.0684097109048467	0.0729477571670367	0.0638716646426566
"334"	"chr1:2038628-2039671"	3	3.42717283334307e-22	4.59885398913979e-21	0.073341630863218	0.0683856226454083	0.0683856226454083	"chr1"	2038628	2039671	1044	0.0683856226454083	0.073341630863218	0.0633897421770966
"335"	"chr11:2730129-2730616"	2	2.56421022806473e-17	1.74408645405486e-15	0.0704057489776582	0.0683565460411777	0.0683565460411777	"chr11"	2730129	2730616	488	0.0683565460411777	0.0704057489776582	0.0663073431046972
"336"	"chr2:101008252-101008576"	3	2.59612177309696e-28	6.09097906351034e-24	0.0810751524842636	0.0683138098827869	0.0683138098827869	"chr2"	101008252	101008576	325	0.0683138098827869	0.0810751524842636	0.0584911009204188
"337"	"chr14:105437094-105437141"	2	1.31322499584823e-12	2.94629917748391e-11	0.0727146284670269	0.0683124007268677	0.0683124007268677	"chr14"	105437094	105437141	48	0.0683124007268677	0.0727146284670269	0.0639101729867085
"338"	"chr14:64692154-64692302"	2	9.7103888064382e-16	8.7286747066947e-14	0.0658676172119502	0.0620876541191404	0.0620876541191404	"chr14"	64692154	64692302	149	0.0682972403831879	0.0724269827657252	0.0641674980006506
"339"	"chr17:77536313-77537585"	7	1.63483963411193e-49	4.17856387725177e-47	0.0825661544069459	0.0682761312339967	0.0682761312339967	"chr17"	77536313	77537585	1273	0.0682761312339968	0.0825661544069459	0.0546946181460664
"340"	"chr17:72860402-72860448"	2	8.00650948279909e-28	5.34321324857408e-22	0.0764557265542564	0.0682655941878176	0.0682655941878176	"chr17"	72860402	72860448	47	0.0682655941878176	0.0764557265542564	0.0600754618213789
"341"	"chr1:37513430-37513490"	3	1.66209954913933e-20	5.00856638459153e-18	0.0736132487405458	0.0659378852291577	0.0659378852291577	"chr1"	37513430	37513490	61	0.0681651763996343	0.0802951222519757	0.059393476904868
"342"	"chr10:3679062-3679085"	2	8.48853313463094e-07	8.63356500978498e-06	0.0740992528082302	0.0722831348982742	0.0722831348982742	"chr10"	3679062	3679085	24	0.0681055385365074	0.0697040245557646	0.0665070525172502
"343"	"chr1:233765199-233765281"	2	4.49436224443724e-15	2.0080658214804e-12	0.0700137547776409	0.0680714893873049	0.0680714893873049	"chr1"	233765199	233765281	83	0.0680714893873049	0.0700137547776408	0.066129223996969
"344"	"chr13:100640914-100644657"	23	6.74314763941901e-68	3.0278489173378e-104	0.0802335808673319	0.0626627915911276	0.0626627915911276	"chr13"	100640914	100644657	3744	0.0680637368684815	0.0879457017952189	0.0488482836270389
"345"	"chr5:883880-884033"	3	5.18692960158261e-17	4.31927491696998e-15	0.0718488945681382	0.0679962664802707	0.0679962664802707	"chr5"	883880	884033	154	0.0679962664802707	0.0718488945681382	0.0626291778455431
"346"	"chr18:46447840-46447961"	2	7.88065686848293e-17	1.17085262931524e-13	0.0738564464138558	0.0652426385401388	0.0652426385401388	"chr18"	46447840	46447961	122	0.0679426079181756	0.0738564464138558	0.0620287694224954
"347"	"chr22:24224821-24224957"	2	1.19489058038024e-19	3.93079511803805e-16	0.0713392382940452	0.0679229203367288	0.0679229203367288	"chr22"	24224821	24224957	137	0.0679229203367288	0.0713392382940451	0.0645066023794124
"348"	"chr2:3654242-3654582"	2	1.24363474478451e-16	7.40933232452837e-14	0.0775350515482305	0.0653042810805982	0.0653042810805982	"chr2"	3654242	3654582	341	0.0678791615238343	0.0775350515482305	0.0582232714994381
"349"	"chr17:77104361-77104727"	2	1.28218077134565e-22	1.80398381806168e-18	0.0771691250875291	0.0678575228159134	0.0678575228159134	"chr17"	77104361	77104727	367	0.0678575228159133	0.077169125087529	0.0585459205442976
"350"	"chr9:124522300-124523125"	2	4.43023789708405e-22	5.55502943914605e-22	0.0706692386666415	0.0678189049377671	0.0678189049377671	"chr9"	124522300	124523125	826	0.0678189049377671	0.0706692386666414	0.0649685712088928
"351"	"chr17:17124521-17124969"	6	4.20219454621474e-52	1.261149260242e-42	0.087698545247305	0.0653900962376752	0.0653900962376752	"chr17"	17124521	17124969	449	0.0678093405941905	0.087698545247305	0.0463573539551108
"352"	"chr21:45751145-45751204"	2	6.76884864791452e-23	4.13029509428178e-18	0.0724621661702491	0.0677719223192088	0.0677719223192088	"chr21"	45751145	45751204	60	0.0677719223192087	0.072462166170249	0.0630816784681684
"353"	"chr2:149866270-149866741"	2	1.75911669197016e-23	1.27693552106041e-18	0.0823246405357487	0.0677637839365637	0.0677637839365637	"chr2"	149866270	149866741	472	0.0677637839365637	0.0823246405357486	0.0532029273373787
"354"	"chr14:20898128-20898785"	3	3.25697397868599e-25	4.63756651446887e-22	0.0796063177560359	0.0653060538452317	0.0653060538452317	"chr14"	20898128	20898785	658	0.0677525342374734	0.0796063177560359	0.0441616407021554
"355"	"chr14:101539195-101539489"	3	6.16736159880391e-22	4.25926276213073e-18	0.0744579983213084	0.0676912336847311	0.0676912336847311	"chr14"	101539195	101539489	295	0.067691233684731	0.0744579983213083	0.0637100530733606
"356"	"chr1:230457631-230459114"	6	4.89737889484234e-40	7.9151027970674e-35	0.0883204971134473	0.0655273674785984	0.0655273674785984	"chr1"	230457631	230459114	1484	0.0676816757104791	0.0883204971134473	0.0248938987945921
"357"	"chr19:1799952-1800331"	4	5.29025274822941e-33	4.63535629145499e-28	0.0928311750973607	0.0676665133802648	0.0676665133802648	"chr19"	1799952	1800331	380	0.0676665133802648	0.0928311750973607	0.0318798770004702
"358"	"chr4:6114498-6114627"	3	7.26698603165157e-27	1.26123476115047e-21	0.071900353689824	0.0675854909993228	0.0675854909993228	"chr4"	6114498	6114627	130	0.0675854909993228	0.071900353689824	0.0598472795571335
"359"	"chr17:75830718-75830800"	2	1.09078285073588e-13	3.8373987827184e-12	0.0763787106272918	0.0675753715546122	0.0675753715546122	"chr17"	75830718	75830800	83	0.0675753715546122	0.0763787106272918	0.0587720324819325
"360"	"chr17:17120238-17120324"	3	1.87946155558314e-29	3.48915760518092e-24	0.0818261160088323	0.0674858296239266	0.0674858296239266	"chr17"	17120238	17120324	87	0.0674858296239266	0.0818261160088323	0.0430201279723089
